,Start,End,Time Series Start,Time Series End,Unit,Fuel classification,Pmax available,Pmax available after the outage,Reason,Last updated
113,2022-04-19T04:19:00+02:00,2022-04-19T06:00:00+02:00,2022-04-19T04:19:00+02:00,2022-04-19T06:00:00+02:00,Zandvliet Power,NG,386.2,231.0,Awaiting information,2022-04-19T04:56:57+02:00
114,2022-04-19T02:13:00+02:00,2022-04-19T04:00:00+02:00,2022-04-19T02:13:00+02:00,2022-04-19T04:00:00+02:00,Zandvliet Power,NG,386.2,231.0,Awaiting information,2022-04-19T02:14:54+02:00
115,2022-04-18T16:00:00+02:00,2022-04-19T17:10:00+02:00,2022-04-18T16:00:00+02:00,2022-04-19T17:10:00+02:00,COO 4 T,WA,230.0,0.0,Awaiting information,2022-04-19T17:10:38+02:00
116,2022-04-18T11:07:00+02:00,2022-04-18T11:18:00+02:00,2022-04-18T11:07:00+02:00,2022-04-18T11:18:00+02:00,COO 4 T,WA,230.0,0.0,Awaiting information,2022-04-18T11:18:27+02:00
117,2022-04-14T05:49:00+02:00,2022-04-14T12:00:00+02:00,2022-04-14T05:49:00+02:00,2022-04-14T12:00:00+02:00,RODENHUIZE 4,Other,268.0,180.0,Awaiting information,2022-04-14T05:50:08+02:00
118,2022-04-14T05:41:00+02:00,2022-04-14T12:00:00+02:00,2022-04-14T05:41:00+02:00,2022-04-14T12:00:00+02:00,RODENHUIZE 4,Other,268.0,180.0,Awaiting information,2022-04-14T05:49:33+02:00
119,2022-04-13T09:30:00+02:00,2022-04-13T11:09:00+02:00,2022-04-13T09:30:00+02:00,2022-04-13T11:09:00+02:00,COO 5 T,WA,230.0,0.0,Awaiting information,2022-04-13T11:10:10+02:00
120,2022-04-12T09:20:00+02:00,2022-04-12T14:00:00+02:00,2022-04-12T09:20:00+02:00,2022-04-12T14:00:00+02:00,Lanaken Sappi,NG,43.0,21.0,Awaiting information,2022-04-12T09:21:27+02:00
121,2022-04-11T18:20:00+02:00,2022-04-13T16:30:00+02:00,2022-04-11T18:20:00+02:00,2022-04-13T16:30:00+02:00,Lillo Degussa GT1,NG,43.0,0.0,Technical failure,2022-04-13T16:30:23+02:00
122,2022-04-11T13:33:00+02:00,2022-04-14T07:00:00+02:00,2022-04-11T13:33:00+02:00,2022-04-14T07:00:00+02:00,Beveren Ineos Phenolchemie,NG,23.8,15.01,Test,2022-04-12T09:54:30+02:00
123,2022-04-09T18:37:00+02:00,2022-04-11T16:45:00+02:00,2022-04-09T18:37:00+02:00,2022-04-11T16:45:00+02:00,Lillo Degussa GT1,NG,43.0,0.0,Awaiting information,2022-04-11T16:45:16+02:00
124,2022-04-06T09:45:00+02:00,2022-04-06T15:00:00+02:00,2022-04-06T09:45:00+02:00,2022-04-06T15:00:00+02:00,TIHANGE 3,NU,1038.0,1010.0,start up,2022-04-06T09:44:52+02:00
125,2022-04-06T07:30:00+02:00,2022-04-19T18:00:00+02:00,2022-04-06T07:30:00+02:00,2022-04-19T18:00:00+02:00,PLATE-TAILLE 3 T,WA,36.0,0.0,FAILURE,2022-04-19T09:45:41+02:00
126,2022-04-05T13:35:00+02:00,2022-04-05T16:00:00+02:00,2022-04-05T13:35:00+02:00,2022-04-05T16:00:00+02:00,PLATE-TAILLE 3 T,WA,36.0,0.0,SHUTDOWN,2022-04-05T13:38:20+02:00
127,2022-04-05T13:35:00+02:00,2022-04-05T16:00:00+02:00,2022-04-05T13:35:00+02:00,2022-04-05T16:00:00+02:00,PLATE-TAILLE 4 T,WA,36.0,0.0,SHUTDOWN,2022-04-05T13:38:29+02:00
128,2022-04-04T13:30:00+02:00,2022-04-06T08:21:00+02:00,2022-04-04T13:30:00+02:00,2022-04-06T08:21:00+02:00,CIERREUX TJ,LF,18.0,0.0,Maintenance,2022-04-06T08:22:02+02:00
129,2022-04-04T12:00:00+02:00,2022-04-06T09:39:00+02:00,2022-04-04T12:00:00+02:00,2022-04-06T09:39:00+02:00,TIHANGE 3,NU,1038.0,930.0,start up,2022-04-06T09:40:12+02:00
130,2022-04-04T10:00:00+02:00,2022-04-04T11:48:00+02:00,2022-04-04T10:00:00+02:00,2022-04-04T11:48:00+02:00,TIHANGE 3,NU,1038.0,248.55,start up,2022-04-04T11:48:55+02:00
131,2022-04-04T08:30:00+02:00,2022-04-04T09:46:00+02:00,2022-04-04T08:30:00+02:00,2022-04-04T09:46:00+02:00,TIHANGE 3,NU,1038.0,25.0,start up,2022-04-04T09:46:27+02:00
132,2022-04-04T03:17:00+02:00,2022-04-04T14:02:00+02:00,2022-04-04T03:17:00+02:00,2022-04-04T14:02:00+02:00,Lanaken Sappi,NG,43.0,0.0,Awaiting information,2022-04-04T14:02:31+02:00
133,2022-04-03T18:57:43+02:00,2022-04-03T19:22:00+02:00,2022-04-03T18:57:43+02:00,2022-04-03T19:22:00+02:00,SERAING TV,NG,170.0,0.0,,2022-04-03T19:18:09+02:00
134,2022-04-01T09:10:00+02:00,2022-04-01T23:59:00+02:00,2022-04-01T09:10:00+02:00,2022-04-01T23:59:00+02:00,CIERREUX TJ,LF,18.0,0.0,Awaiting information,2022-04-01T10:53:53+02:00
135,2022-04-01T05:47:00+02:00,2022-04-01T12:00:00+02:00,2022-04-01T05:47:00+02:00,2022-04-01T12:00:00+02:00,RODENHUIZE 4,Other,268.0,165.0,Awaiting information,2022-04-01T05:48:45+02:00
136,2022-03-30T12:37:00+02:00,2022-03-30T14:00:00+02:00,2022-03-30T12:37:00+02:00,2022-03-30T14:00:00+02:00,Zandvliet Power,NG,386.2,125.0,Test,2022-03-30T13:05:22+02:00
137,2022-03-30T12:25:00+02:00,2022-03-30T13:30:00+02:00,2022-03-30T12:25:00+02:00,2022-03-30T13:30:00+02:00,Zelzate TJ,LF,18.0,125.0,Test,2022-03-30T12:37:14+02:00
138,2022-03-30T12:23:00+02:00,2022-03-30T13:30:00+02:00,2022-03-30T12:23:00+02:00,2022-03-30T13:30:00+02:00,Zandvliet Power,NG,386.2,0.0,Awaiting information,2022-03-30T12:25:10+02:00
139,2022-03-28T12:45:00+02:00,2022-03-28T14:16:00+02:00,2022-03-28T12:45:00+02:00,2022-03-28T14:16:00+02:00,Zandvliet Power,NG,386.2,130.0,Test,2022-03-28T14:16:48+02:00
140,2022-03-28T09:30:00+02:00,2022-03-28T11:09:00+02:00,2022-03-28T09:30:00+02:00,2022-03-28T11:09:00+02:00,COO 3 T,WA,158.0,0.0,Awaiting information,2022-03-28T11:09:40+02:00
141,2022-03-20T04:49:00+01:00,2022-03-20T06:10:00+01:00,2022-03-20T04:49:00+01:00,2022-03-20T06:10:00+01:00,COO 3 T,WA,158.0,0.0,Awaiting information,2022-03-20T06:11:01+01:00
142,2022-03-20T02:17:00+01:00,2022-03-20T03:30:00+01:00,2022-03-20T02:17:00+01:00,2022-03-20T03:30:00+01:00,COO 3 T,WA,158.0,0.0,Awaiting information,2022-03-20T03:31:09+01:00
143,2022-03-19T10:00:00+01:00,2022-03-31T09:05:00+02:00,2022-03-19T10:00:00+01:00,2022-03-31T09:05:00+02:00,PLATE-TAILLE 2 T,WA,36.0,0.0,FAILURE,2022-04-18T09:14:46+02:00
144,2022-03-19T06:52:00+01:00,2022-03-21T15:10:00+01:00,2022-03-19T06:52:00+01:00,2022-03-21T15:10:00+01:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Technical failure,2022-03-21T15:10:26+01:00
145,2022-03-17T00:58:00+01:00,2022-03-17T01:15:00+01:00,2022-03-17T00:58:00+01:00,2022-03-17T01:15:00+01:00,COO 4 T,WA,230.0,0.0,Awaiting information,2022-03-17T01:07:43+01:00
146,2022-03-15T07:12:00+01:00,2022-03-15T07:50:00+01:00,2022-03-15T07:12:00+01:00,2022-03-15T07:50:00+01:00,HERDERSBRUG ST,NG,167.0,0.0,Awaiting information,2022-03-15T07:50:59+01:00
147,2022-03-14T10:00:00+01:00,2022-03-14T11:00:00+01:00,2022-03-14T10:00:00+01:00,2022-03-14T11:00:00+01:00,Zandvliet Power,NG,386.2,125.0,Test,2022-03-14T10:00:36+01:00
148,2022-03-14T04:12:00+01:00,2022-03-14T08:16:00+01:00,2022-03-14T04:12:00+01:00,2022-03-14T08:16:00+01:00,HERDERSBRUG GT1,NG,157.0,0.0,Awaiting information,2022-03-14T08:16:42+01:00
149,2022-03-08T08:00:00+01:00,2022-03-10T08:00:00+01:00,2022-03-08T08:00:00+01:00,2022-03-10T08:00:00+01:00,Beveren Ineos Phenolchemie,NG,23.8,23.0,Overhaul,2022-03-09T13:31:14+01:00
150,2022-03-07T17:15:00+01:00,2022-03-08T08:00:00+01:00,2022-03-07T17:15:00+01:00,2022-03-08T08:00:00+01:00,Beveren Ineos Phenolchemie,NG,23.8,20.0,Technical failure,2022-03-08T14:57:09+01:00
151,2022-03-06T23:36:00+01:00,2022-03-07T01:52:00+01:00,2022-03-06T23:36:00+01:00,2022-03-07T01:52:00+01:00,DROGENBOS GT1,NG,150.0,0.0,Awaiting information,2022-03-07T01:52:44+01:00
152,2022-03-03T05:00:00+01:00,2022-03-03T09:00:00+01:00,2022-03-03T05:00:00+01:00,2022-03-03T09:00:00+01:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2022-03-03T05:46:31+01:00
153,2022-03-01T18:12:00+01:00,2022-03-01T23:59:00+01:00,2022-03-01T18:12:00+01:00,2022-03-01T23:59:00+01:00,Zelzate 2 Knippegroen,Other,315.0,220.0,Awaiting information,2022-03-01T18:13:01+01:00
154,2022-03-01T07:30:00+01:00,2022-03-01T17:00:00+01:00,2022-03-01T07:30:00+01:00,2022-03-01T17:00:00+01:00,Zelzate 2 Knippegroen,Other,315.0,150.0,Awaiting information,2022-03-01T11:38:32+01:00
155,2022-03-01T06:46:05+01:00,2022-03-01T07:30:00+01:00,2022-03-01T06:46:05+01:00,2022-03-01T07:30:00+01:00,EDF Luminus Seraing GT1,NG,150.0,245.0,,2022-03-01T07:32:18+01:00
156,2022-03-01T05:00:00+01:00,2022-03-01T15:00:00+01:00,2022-03-01T05:00:00+01:00,2022-03-01T15:00:00+01:00,Zandvliet Power,NG,386.2,379.0,Test,2022-03-01T13:21:13+01:00
157,2022-02-28T05:47:00+01:00,2022-02-28T16:16:00+01:00,2022-02-28T05:47:00+01:00,2022-02-28T16:16:00+01:00,Amercoeur 1 R GT,NG,289.0,0.0,Start delay,2022-02-28T16:16:22+01:00
158,2022-02-28T05:47:00+01:00,2022-02-28T16:16:00+01:00,2022-02-28T05:47:00+01:00,2022-02-28T16:16:00+01:00,Amercoeur 1 R ST,NG,162.0,0.0,Start delay,2022-02-28T16:16:25+01:00
159,2022-02-27T21:55:00+01:00,2022-02-28T01:12:00+01:00,2022-02-27T21:55:00+01:00,2022-02-28T01:12:00+01:00,Amercoeur 1 R ST,NG,162.0,0.0,Start delay,2022-02-28T01:12:56+01:00
160,2022-02-27T21:55:00+01:00,2022-02-28T01:12:00+01:00,2022-02-27T21:55:00+01:00,2022-02-28T01:12:00+01:00,Amercoeur 1 R GT,NG,289.0,0.0,Start delay,2022-02-28T01:12:52+01:00
161,2022-02-26T22:53:38+01:00,2022-02-27T05:00:00+01:00,2022-02-26T22:53:38+01:00,2022-02-27T05:00:00+01:00,RINGVAART STEG,NG,385.0,370.0,,2022-02-27T01:31:29+01:00
162,2022-02-25T16:00:00+01:00,2022-02-25T21:00:00+01:00,2022-02-25T16:00:00+01:00,2022-02-25T21:00:00+01:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2022-02-25T19:55:29+01:00
163,2022-02-23T20:25:00+01:00,2022-02-23T21:13:00+01:00,2022-02-23T20:25:00+01:00,2022-02-23T21:13:00+01:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Fuel Supply Failure,2022-02-23T21:14:04+01:00
164,2022-02-21T08:16:00+01:00,2022-02-22T19:30:00+01:00,2022-02-21T08:16:00+01:00,2022-02-22T19:30:00+01:00,DOEL 1,NU,445.0,0.0,Automatic stop,2022-02-22T19:32:37+01:00
165,2022-02-19T15:00:00+01:00,2022-02-19T16:12:00+01:00,2022-02-19T15:00:00+01:00,2022-02-19T16:12:00+01:00,COO 1 T,WA,158.0,0.0,Awaiting information,2022-02-19T16:13:09+01:00
166,2022-02-16T12:07:00+01:00,2022-02-16T23:59:00+01:00,2022-02-16T12:07:00+01:00,2022-02-16T23:59:00+01:00,TIHANGE 3,NU,1038.0,910.0,Planned maintenance,2022-02-16T12:09:15+01:00
167,2022-02-15T09:30:00+01:00,2022-02-15T12:47:00+01:00,2022-02-15T09:30:00+01:00,2022-02-15T12:47:00+01:00,Lanaken Sappi,NG,43.0,21.0,Awaiting information,2022-02-15T12:47:50+01:00
168,2022-02-14T10:00:00+01:00,2022-02-14T11:30:00+01:00,2022-02-14T10:00:00+01:00,2022-02-14T11:30:00+01:00,Zandvliet Power,NG,386.2,130.0,Test,2022-02-14T09:15:03+01:00
169,2022-02-14T05:50:00+01:00,2022-02-14T08:00:00+01:00,2022-02-14T05:50:00+01:00,2022-02-14T08:00:00+01:00,Zandvliet Power,NG,386.2,230.0,Test,2022-02-14T06:52:46+01:00
170,2022-02-10T10:05:00+01:00,2022-02-10T11:30:00+01:00,2022-02-10T10:05:00+01:00,2022-02-10T11:30:00+01:00,COO 6 T,WA,230.0,0.0,Awaiting information,2022-02-10T10:06:30+01:00
171,2022-02-10T06:00:00+01:00,2022-02-10T06:24:00+01:00,2022-02-10T06:00:00+01:00,2022-02-10T06:24:00+01:00,Zandvliet Power,NG,386.2,230.1,Start delay,2022-02-10T06:24:32+01:00
172,2022-02-10T04:00:00+01:00,2022-02-10T06:00:00+01:00,2022-02-10T04:00:00+01:00,2022-02-10T06:00:00+01:00,Zandvliet Power,NG,386.2,245.0,Test,2022-02-10T04:12:56+01:00
173,2022-02-07T14:03:00+01:00,2022-02-13T23:59:00+01:00,2022-02-07T14:03:00+01:00,2022-02-13T23:59:00+01:00,RODENHUIZE 4,Other,268.0,0.0,Awaiting information,2022-02-10T14:39:26+01:00
174,2022-02-06T02:43:00+01:00,2022-03-30T18:00:00+02:00,2022-02-06T02:43:00+01:00,2022-03-30T18:00:00+02:00,Wilrijk Isvag,Other,12.0,0.0,Overhaul,2022-03-29T16:50:20+02:00
175,2022-02-02T20:00:00+01:00,2022-02-03T09:19:00+01:00,2022-02-02T20:00:00+01:00,2022-02-03T09:19:00+01:00,Oud-Lillo Monsanto,NG,43.0,0.0,Awaiting information,2022-02-03T09:19:13+01:00
176,2022-02-02T14:52:00+01:00,2022-02-04T16:30:00+01:00,2022-02-02T14:52:00+01:00,2022-02-04T16:30:00+01:00,Scheldelaan Exxonmobil,NG,140.0,0.0,Awaiting information,2022-02-04T16:00:26+01:00
177,2022-02-02T14:21:00+01:00,2022-02-02T14:42:00+01:00,2022-02-02T14:21:00+01:00,2022-02-02T14:42:00+01:00,DROGENBOS GT2,NG,150.0,0.0,Start delay,2022-02-02T14:43:01+01:00
178,2022-02-02T14:21:00+01:00,2022-02-02T14:42:00+01:00,2022-02-02T14:21:00+01:00,2022-02-02T14:42:00+01:00,DROGENBOS ST,NG,160.0,0.0,Start delay,2022-02-02T14:43:02+01:00
179,2022-02-02T14:21:00+01:00,2022-02-02T14:42:00+01:00,2022-02-02T14:21:00+01:00,2022-02-02T14:42:00+01:00,DROGENBOS GT1,NG,150.0,0.0,Start delay,2022-02-02T14:42:59+01:00
180,2022-02-02T08:27:00+01:00,2022-02-03T22:08:00+01:00,2022-02-02T08:27:00+01:00,2022-02-03T22:08:00+01:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Fuel Supply Failure,2022-02-03T22:08:42+01:00
181,2022-02-01T02:15:00+01:00,2022-02-01T12:00:00+01:00,2022-02-01T02:15:00+01:00,2022-02-01T12:00:00+01:00,DOEL 3,NU,1006.0,750.0,Elia network operational maintenance,2022-02-01T09:24:49+01:00
182,2022-01-27T08:56:00+01:00,2022-01-27T10:00:00+01:00,2022-01-27T08:56:00+01:00,2022-01-27T10:00:00+01:00,Zandvliet Power,NG,386.2,130.0,Test,2022-01-27T08:58:05+01:00
183,2022-01-27T07:47:00+01:00,2022-01-27T12:00:00+01:00,2022-01-27T07:47:00+01:00,2022-01-27T12:00:00+01:00,Zelzate 2 Knippegroen,Other,315.0,130.0,Awaiting information,2022-01-27T10:47:24+01:00
184,2022-01-25T10:32:00+01:00,2022-01-27T06:37:00+01:00,2022-01-25T10:32:00+01:00,2022-01-27T06:37:00+01:00,Beveren Ineos Phenolchemie,NG,23.8,16.0,Awaiting information,2022-01-27T06:37:53+01:00
185,2022-01-25T09:04:00+01:00,2022-01-25T10:20:00+01:00,2022-01-25T09:04:00+01:00,2022-01-25T10:20:00+01:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Awaiting information,2022-01-25T10:21:06+01:00
186,2022-01-20T10:08:00+01:00,2022-01-20T11:00:00+01:00,2022-01-20T10:08:00+01:00,2022-01-20T11:00:00+01:00,Zandvliet Power,NG,386.2,250.0,Awaiting information,2022-01-20T10:08:51+01:00
187,2022-01-20T09:55:00+01:00,2022-01-28T15:29:00+01:00,2022-01-20T09:55:00+01:00,2022-01-28T15:29:00+01:00,Oud-Lillo Monsanto,NG,43.0,0.0,Awaiting information,2022-01-28T15:29:27+01:00
188,2022-01-20T05:54:00+01:00,2022-01-20T10:00:00+01:00,2022-01-20T05:54:00+01:00,2022-01-20T10:00:00+01:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2022-01-20T05:55:36+01:00
189,2022-01-20T05:54:00+01:00,2022-01-20T10:00:00+01:00,2022-01-20T05:54:00+01:00,2022-01-20T10:00:00+01:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2022-01-20T05:55:33+01:00
190,2022-01-20T01:26:00+01:00,2022-01-20T10:05:00+01:00,2022-01-20T01:26:00+01:00,2022-01-20T10:05:00+01:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2022-01-20T10:05:47+01:00
191,2022-01-16T16:00:00+01:00,2022-01-17T00:00:00+01:00,2022-01-16T16:00:00+01:00,2022-01-17T00:00:00+01:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2022-01-16T19:22:19+01:00
192,2022-01-15T19:47:00+01:00,2022-01-15T23:00:00+01:00,2022-01-15T19:47:00+01:00,2022-01-15T23:00:00+01:00,VILVOORDE GT,NG,264.0,230.0,Awaiting information,2022-01-15T23:00:30+01:00
193,2022-01-14T16:00:00+01:00,2022-01-14T17:34:00+01:00,2022-01-14T16:00:00+01:00,2022-01-14T17:34:00+01:00,Amercoeur 1 R ST,NG,162.0,28.0,Test,2022-01-14T17:34:38+01:00
194,2022-01-14T16:00:00+01:00,2022-01-14T17:34:00+01:00,2022-01-14T16:00:00+01:00,2022-01-14T17:34:00+01:00,Amercoeur 1 R GT,NG,289.0,52.0,Test,2022-01-14T17:34:36+01:00
195,2022-01-13T16:01:00+01:00,2022-01-13T23:59:00+01:00,2022-01-13T16:01:00+01:00,2022-01-13T23:59:00+01:00,Lanaken Sappi,NG,43.0,0.0,Awaiting information,2022-01-13T16:03:04+01:00
196,2022-01-13T13:00:00+01:00,2022-01-14T16:00:00+01:00,2022-01-13T13:00:00+01:00,2022-01-14T16:00:00+01:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2022-01-14T15:09:06+01:00
197,2022-01-13T13:00:00+01:00,2022-01-14T16:00:00+01:00,2022-01-13T13:00:00+01:00,2022-01-14T16:00:00+01:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2022-01-14T15:09:02+01:00
198,2022-01-12T20:02:00+01:00,2022-01-13T16:00:00+01:00,2022-01-12T20:02:00+01:00,2022-01-13T16:00:00+01:00,Lanaken Sappi,NG,43.0,21.0,Awaiting information,2022-01-13T16:00:56+01:00
199,2022-01-12T12:00:00+01:00,2022-01-12T15:00:00+01:00,2022-01-12T12:00:00+01:00,2022-01-12T15:00:00+01:00,Lanaken Sappi,NG,43.0,0.0,Restricted to heat delivery,2022-01-12T11:38:38+01:00
200,2022-01-12T01:56:00+01:00,2022-01-12T10:49:00+01:00,2022-01-12T01:56:00+01:00,2022-01-12T10:49:00+01:00,Zandvliet Power,NG,386.2,310.0,Awaiting information,2022-01-12T10:49:48+01:00
201,2022-01-11T13:40:00+01:00,2022-01-13T23:59:00+01:00,2022-01-11T13:40:00+01:00,2022-01-13T23:59:00+01:00,BEERSE TJ,LF,32.0,0.0,Awaiting information,2022-01-11T13:41:05+01:00
202,2022-01-10T14:26:00+01:00,2022-01-10T18:30:00+01:00,2022-01-10T14:26:00+01:00,2022-01-10T18:30:00+01:00,Aalst Syral ST,NG,5.0,0.0,Awaiting information,2022-01-10T16:29:09+01:00
203,2022-01-10T14:23:00+01:00,2022-01-10T18:30:00+01:00,2022-01-10T14:23:00+01:00,2022-01-10T18:30:00+01:00,Aalst Syral GT,NG,43.0,0.0,Awaiting information,2022-01-10T16:29:19+01:00
204,2022-01-10T12:30:00+01:00,2022-01-10T18:00:00+01:00,2022-01-10T12:30:00+01:00,2022-01-10T18:00:00+01:00,BEERSE TJ,LF,32.0,0.0,Awaiting information,2022-01-10T12:50:53+01:00
205,2022-01-10T10:02:00+01:00,2022-01-10T11:59:00+01:00,2022-01-10T10:02:00+01:00,2022-01-10T11:59:00+01:00,Zandvliet Power,NG,386.2,320.0,Awaiting information,2022-01-10T10:02:58+01:00
206,2022-01-09T18:11:00+01:00,2022-01-09T23:59:00+01:00,2022-01-09T18:11:00+01:00,2022-01-09T23:59:00+01:00,Zelzate 2 Knippegroen,Other,315.0,250.0,Awaiting information,2022-01-09T18:11:34+01:00
207,2022-01-09T01:55:00+01:00,2022-01-13T23:59:00+01:00,2022-01-09T01:55:00+01:00,2022-01-13T23:59:00+01:00,Schaerbeek Siomab ST2,Other,15.0,0.0,Awaiting information,2022-01-10T08:22:39+01:00
208,2022-01-08T16:12:00+01:00,2022-01-09T12:00:00+01:00,2022-01-08T16:12:00+01:00,2022-01-09T12:00:00+01:00,DROGENBOS GT2,NG,150.0,0.0,Awaiting information,2022-01-08T16:13:37+01:00
209,2022-01-06T11:41:00+01:00,2022-01-06T14:00:00+01:00,2022-01-06T11:41:00+01:00,2022-01-06T14:00:00+01:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Awaiting information,2022-01-06T11:41:58+01:00
210,2022-01-05T02:25:00+01:00,2022-01-06T00:29:00+01:00,2022-01-05T02:25:00+01:00,2022-01-06T00:29:00+01:00,Lillo Degussa GT2,NG,32.0,0.0,Awaiting information,2022-01-06T00:29:55+01:00
211,2022-01-04T08:00:00+01:00,2022-01-04T16:00:00+01:00,2022-01-04T08:00:00+01:00,2022-01-04T16:00:00+01:00,SERAING TV,NG,170.0,0.0,,2022-01-03T18:47:30+01:00
212,2022-01-04T08:00:00+01:00,2022-01-04T16:00:00+01:00,2022-01-04T08:00:00+01:00,2022-01-04T16:00:00+01:00,EDF Luminus Seraing GT1,NG,150.0,0.0,,2022-01-03T18:47:22+01:00
213,2022-01-04T08:00:00+01:00,2022-01-04T16:00:00+01:00,2022-01-04T08:00:00+01:00,2022-01-04T16:00:00+01:00,EDF Luminus Seraing GT2,NG,150.0,0.0,,2022-01-03T19:36:46+01:00
214,2022-01-04T05:00:00+01:00,2022-01-04T08:00:00+01:00,2022-01-04T05:00:00+01:00,2022-01-04T08:00:00+01:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2022-01-04T08:18:51+01:00
215,2022-01-04T02:15:00+01:00,2022-01-04T13:15:00+01:00,2022-01-04T02:15:00+01:00,2022-01-04T13:15:00+01:00,Zandvliet Power,NG,386.2,0.0,Awaiting information,2022-01-04T13:15:29+01:00
216,2021-12-27T22:55:00+01:00,2021-12-28T17:00:00+01:00,2021-12-27T22:55:00+01:00,2021-12-28T17:00:00+01:00,Zandvliet Power,NG,386.0,0.0,Awaiting information,2021-12-27T22:55:00+01:00
217,2021-12-27T09:01:00+01:00,2021-12-27T17:00:00+01:00,2021-12-27T09:01:00+01:00,2021-12-27T17:00:00+01:00,Zandvliet Power,NG,386.0,0.0,Technical failure,2021-12-27T09:02:00+01:00
218,2021-12-25T18:25:00+01:00,2021-12-25T19:47:00+01:00,2021-12-25T18:25:00+01:00,2021-12-25T19:47:00+01:00,Zelzate 2 Knippegroen,Other,315.0,230.0,Awaiting information,2021-12-25T19:47:00+01:00
219,2021-12-24T09:11:00+01:00,2021-12-24T15:00:00+01:00,2021-12-24T09:11:00+01:00,2021-12-24T15:00:00+01:00,RINGVAART STEG,NG,385.0,0.0,Not provided,2021-12-24T12:07:00+01:00
220,2021-12-24T08:00:00+01:00,2021-12-24T13:00:00+01:00,2021-12-24T08:00:00+01:00,2021-12-24T13:00:00+01:00,SERAING TV,NG,170.0,84.0,Not provided,2021-12-24T12:30:00+01:00
221,2021-12-24T08:00:00+01:00,2021-12-24T13:00:00+01:00,2021-12-24T08:00:00+01:00,2021-12-24T13:00:00+01:00,EDF Luminus Seraing GT1,NG,150.0,0.0,Not provided,2021-12-24T12:30:00+01:00
222,2021-12-23T12:25:00+01:00,2021-12-24T10:12:00+01:00,2021-12-23T12:25:00+01:00,2021-12-24T10:12:00+01:00,Zeebrugge TJ,LF,18.0,0.0,Awaiting information,2021-12-24T10:12:00+01:00
223,2021-12-23T12:23:00+01:00,2021-12-24T12:45:00+01:00,2021-12-23T12:23:00+01:00,2021-12-24T12:45:00+01:00,Noordschote TJ,LF,18.0,0.0,Awaiting information,2021-12-24T12:45:00+01:00
224,2021-12-22T23:50:00+01:00,2021-12-23T08:51:00+01:00,2021-12-22T23:50:00+01:00,2021-12-23T08:51:00+01:00,SAINT-GHISLAIN STEG,NG,350.0,200.0,Awaiting information,2021-12-23T08:51:00+01:00
225,2021-12-17T09:36:00+01:00,2021-12-17T11:25:00+01:00,2021-12-17T09:36:00+01:00,2021-12-17T11:25:00+01:00,Zelzate 2 Knippegroen,Other,315.0,250.0,Fuel Supply Failure,2021-12-17T11:25:00+01:00
226,2021-12-16T11:25:00+01:00,2021-12-17T10:23:00+01:00,2021-12-16T11:25:00+01:00,2021-12-17T10:23:00+01:00,Zwijndrecht Lanxess ST,NG,15.0,0.0,Awaiting information,2021-12-17T10:24:00+01:00
227,2021-12-16T11:24:00+01:00,2021-12-16T19:07:00+01:00,2021-12-16T11:24:00+01:00,2021-12-16T19:07:00+01:00,Zwijndrecht Lanxess GT,NG,43.0,0.0,Awaiting information,2021-12-16T19:07:00+01:00
228,2021-12-15T10:05:00+01:00,2021-12-15T12:00:00+01:00,2021-12-15T10:05:00+01:00,2021-12-15T12:00:00+01:00,COO 2 T,WA,158.0,0.0,Awaiting information,2021-12-15T10:06:00+01:00
229,2021-12-14T07:45:00+01:00,2021-12-15T15:30:00+01:00,2021-12-14T07:45:00+01:00,2021-12-15T15:30:00+01:00,RINGVAART STEG,NG,385.0,350.0,Not provided,2021-12-15T17:28:00+01:00
230,2021-12-12T05:12:00+01:00,2021-12-17T18:00:00+01:00,2021-12-12T05:12:00+01:00,2021-12-17T18:00:00+01:00,Beveren Ineos Phenolchemie,NG,23.0,0.0,Awaiting information,2021-12-17T10:33:00+01:00
231,2021-12-07T20:10:00+01:00,2021-12-08T20:24:00+01:00,2021-12-07T20:10:00+01:00,2021-12-08T20:24:00+01:00,Lillo Degussa GT1,NG,43.0,0.0,Awaiting information,2021-12-08T20:25:00+01:00
232,2021-12-07T06:56:00+01:00,2021-12-07T08:59:00+01:00,2021-12-07T06:56:00+01:00,2021-12-07T08:59:00+01:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2021-12-07T08:59:00+01:00
